file,a,t1,t2,annotation,tier,tier_type,participant,annotator,ref,parent_tier,start,end,duration
file_001,a1322,ts579,ts582,GLOSS-0864,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,33335,33495,160
file_001,a1323,ts585,ts609,GLOSS-0521,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,33615,34095,480
file_001,a1324,ts669,ts677,GLOSS-0521,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,36455,36815,360
file_001,a1325,ts681,ts707,GLOSS-0864,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,37095,38615,1520
file_001,a1327,ts741,ts744,GLOSS-1657,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,40055,40215,160
file_001,a1329,ts1488,ts1496,GLOSS-1656,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,85580,85740,160
file_001,a1330,ts1567,ts1570,GLOSS-1422,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,89105,89225,120
file_001,a1333,ts2687,ts2697,GLOSS-0865,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,151510,151710,200
file_001,a1335,ts3168,ts3170,GLOSS-1046,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,171895,171975,80
file_001,a1336,ts3175,ts3178,GLOSS-1047,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,172095,172295,200
file_001,a1343,ts7816,ts7833,GLOSS-0522,gloss_LH_S1,gloss_LH,Signer_001,NA,NA,NA,447175,447975,800
file_001,a1,ts3,ts6,GLOSS-1466,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,2015,2055,40
file_001,a3,ts15,ts18,GLOSS-1278,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,2455,2575,120
file_001,a4,ts21,ts24,GLOSS-1523,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,2615,2855,240
file_001,a5,ts27,ts30,GLOSS-1324,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,2975,3095,120
file_001,a6,ts33,ts40,GLOSS-1524,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,3215,3575,360
file_001,a7,ts43,ts46,GLOSS-1411,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,4015,4375,360
file_001,a8,ts49,ts52,GLOSS-0001,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,4535,4695,160
file_001,a9,ts55,ts58,GLOSS-0650,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,4775,4855,80
file_001,a10,ts61,ts64,GLOSS-1411,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,4975,5095,120
file_001,a12,ts77,ts80,GLOSS-0002,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,5895,6255,360
file_001,a13,ts83,ts86,GLOSS-1521,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,6310,6350,40
file_001,a14,ts89,ts92,GLOSS-0651,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,6470,6710,240
file_001,a15,ts95,ts98,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,7030,7350,320
file_001,a16,ts101,ts104,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,7470,7590,120
file_001,a17,ts107,ts112,GLOSS-1411,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,7790,8710,920
file_001,a18,ts117,ts120,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,9110,9550,440
file_001,a19,ts123,ts126,GLOSS-1521,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,9630,9750,120
file_001,a20,ts129,ts132,GLOSS-0414,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,9830,9950,120
file_001,a21,ts135,ts138,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,10110,10470,360
file_001,a22,ts141,ts144,GLOSS-0415,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,10630,12550,1920
file_001,a23,ts151,ts154,GLOSS-1467,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,12955,13475,520
file_001,a25,ts163,ts166,GLOSS-0003,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,14355,14635,280
file_001,a26,ts169,ts172,GLOSS-1452,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,14835,14995,160
file_001,a27,ts175,ts178,GLOSS-1164,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,15035,15195,160
file_001,a28,ts181,ts184,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,15395,15435,40
file_001,a29,ts187,ts190,GLOSS-0004,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,15515,15595,80
file_001,a30,ts193,ts196,GLOSS-1021,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,15755,15875,120
file_001,a31,ts199,ts202,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,15995,16195,200
file_001,a32,ts205,ts208,GLOSS-0416,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,16355,16555,200
file_001,a34,ts221,ts224,GLOSS-0005,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,17035,17195,160
file_001,a35,ts227,ts230,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,17315,17395,80
file_001,a36,ts233,ts236,GLOSS-1525,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,17555,17875,320
file_001,a37,ts239,ts242,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,18115,18395,280
file_001,a38,ts245,ts248,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,18595,18635,40
file_001,a39,ts255,ts258,GLOSS-1090,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,18835,18915,80
file_001,a40,ts261,ts264,GLOSS-1521,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,18955,19035,80
file_001,a41,ts267,ts270,GLOSS-0006,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,19195,19955,760
file_001,a42,ts273,ts276,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,20115,20195,80
file_001,a43,ts279,ts282,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,20315,20755,440
file_001,a44,ts285,ts288,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,20915,20955,40
file_001,a45,ts295,ts298,GLOSS-0652,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,21035,21155,120
file_001,a46,ts301,ts304,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,21275,21315,40
file_001,a47,ts307,ts310,GLOSS-1022,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,21475,21595,120
file_001,a48,ts313,ts316,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,21755,21835,80
file_001,a49,ts319,ts322,GLOSS-1221,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,21955,22075,120
file_001,a50,ts325,ts328,GLOSS-1222,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,22115,22555,440
file_001,a51,ts331,ts334,GLOSS-0926,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,22675,22755,80
file_001,a52,ts337,ts340,GLOSS-0417,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,22875,23075,200
file_001,a53,ts343,ts346,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,23275,23355,80
file_001,a54,ts349,ts352,GLOSS-1022,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,23515,23555,40
file_001,a55,ts355,ts358,GLOSS-0007,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,23755,24355,600
file_001,a56,ts365,ts368,GLOSS-1223,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,24515,24755,240
file_001,a57,ts373,ts376,GLOSS-1022,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,24955,25035,80
file_001,a58,ts379,ts384,GLOSS-0653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,25155,25475,320
file_001,a59,ts389,ts395,GLOSS-0008,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,25695,26055,360
file_001,a60,ts426,ts437,GLOSS-1224,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,27015,27215,200
file_001,a61,ts448,ts454,GLOSS-0418,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,27335,27775,440
file_001,a63,ts503,ts509,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,29775,29895,120
file_001,a64,ts514,ts527,GLOSS-1411,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,30055,31015,960
file_001,a65,ts537,ts542,GLOSS-1569,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,31215,31375,160
file_001,a66,ts545,ts548,GLOSS-1279,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,31535,31655,120
file_001,a67,ts551,ts554,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,31775,31855,80
file_001,a68,ts557,ts560,GLOSS-0418,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,31975,32255,280
file_001,a69,ts563,ts566,GLOSS-1452,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,32375,32695,320
file_001,a70,ts571,ts576,GLOSS-1225,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,32935,33175,240
file_001,a71,ts636,ts642,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,34735,34815,80
file_001,a72,ts648,ts662,GLOSS-0816,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,34935,35935,1000
file_001,a73,ts673,ts676,GLOSS-0419,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,36695,36815,120
file_001,a74,ts685,ts688,GLOSS-1022,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,37655,37695,40
file_001,a75,ts691,ts694,GLOSS-0009,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,37735,37815,80
file_001,a76,ts697,ts700,GLOSS-1324,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,37975,38055,80
file_001,a77,ts703,ts706,GLOSS-0420,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,38215,38615,400
file_001,a78,ts715,ts720,GLOSS-0010,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,38935,39095,160
file_001,a79,ts723,ts726,GLOSS-0421,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,39175,39295,120
file_001,a80,ts729,ts732,GLOSS-1165,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,39375,39895,520
file_001,a81,ts747,ts750,GLOSS-1411,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,40295,40415,120
file_001,a82,ts753,ts756,GLOSS-0422,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,40535,40855,320
file_001,a83,ts759,ts762,GLOSS-0423,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,41175,41295,120
file_001,a84,ts765,ts768,GLOSS-1411,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,41535,41815,280
file_001,a85,ts771,ts774,GLOSS-1525,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,42175,42535,360
file_001,a86,ts781,ts784,GLOSS-1090,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,43295,43415,120
file_001,a87,ts787,ts790,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,43615,43735,120
file_001,a88,ts793,ts796,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,43935,44015,80
file_001,a89,ts799,ts802,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,44215,44335,120
file_001,a90,ts805,ts808,GLOSS-0011,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,44375,44615,240
file_001,a91,ts811,ts814,GLOSS-0012,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,44735,44815,80
file_001,a92,ts817,ts820,GLOSS-0013,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,44895,45095,200
file_001,a93,ts823,ts826,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,45175,45295,120
file_001,a95,ts835,ts838,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,46055,46535,480
file_001,a96,ts841,ts844,GLOSS-0014,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,46615,46695,80
file_001,a97,ts847,ts850,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,46895,46975,80
file_001,a98,ts853,ts856,GLOSS-1090,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,47175,47295,120
file_001,a99,ts859,ts862,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,47455,47575,120
file_001,a100,ts865,ts868,GLOSS-1226,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,47775,47935,160
file_001,a101,ts871,ts874,GLOSS-0015,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,48095,48375,280
file_001,a102,ts877,ts880,GLOSS-0016,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,48535,48775,240
file_001,a103,ts887,ts890,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,49015,49055,40
file_001,a104,ts893,ts896,GLOSS-1023,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,49175,49295,120
file_001,a105,ts899,ts902,GLOSS-0017,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,49495,49695,200
file_001,a106,ts905,ts908,GLOSS-1570,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,49815,50095,280
file_001,a107,ts911,ts914,GLOSS-0654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,50335,51015,680
file_001,a108,ts917,ts920,GLOSS-0018,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,51255,51815,560
file_001,a109,ts927,ts930,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,51975,52015,40
file_001,a110,ts933,ts936,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,52135,52215,80
file_001,a111,ts939,ts942,GLOSS-1023,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,52535,52975,440
file_001,a112,ts945,ts948,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,53095,53655,560
file_001,a113,ts955,ts958,GLOSS-1571,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,54295,54455,160
file_001,a115,ts967,ts970,GLOSS-0424,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,55095,55295,200
file_001,a116,ts973,ts976,GLOSS-1024,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,55415,55615,200
file_001,a117,ts979,ts982,GLOSS-0425,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,55775,56015,240
file_001,a118,ts985,ts988,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,56295,56495,200
file_001,a119,ts991,ts994,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,56615,57015,400
file_001,a120,ts997,ts1000,GLOSS-1467,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,57255,57815,560
file_001,a121,ts1007,ts1012,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,58055,58135,80
file_001,a123,ts1023,ts1026,GLOSS-1572,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,58500,58860,360
file_001,a124,ts1029,ts1032,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,59060,59100,40
file_001,a125,ts1035,ts1038,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,59180,59220,40
file_001,a126,ts1041,ts1044,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,59300,59420,120
file_001,a127,ts1047,ts1050,GLOSS-0655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,59500,59780,280
file_001,a128,ts1053,ts1056,GLOSS-1467,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,60020,60180,160
file_001,a130,ts1069,ts1072,GLOSS-1467,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,60980,61460,480
file_001,a131,ts1075,ts1078,GLOSS-1573,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,61740,61860,120
file_001,a132,ts1081,ts1084,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,62100,62180,80
file_001,a133,ts1087,ts1090,GLOSS-0656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,62380,62540,160
file_001,a134,ts1093,ts1096,GLOSS-0019,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,62660,62820,160
file_001,a135,ts1099,ts1102,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,62940,62980,40
file_001,a136,ts1105,ts1108,GLOSS-1325,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,63220,63420,200
file_001,a137,ts1111,ts1114,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,63500,63580,80
file_001,a138,ts1117,ts1120,GLOSS-1574,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,63700,63980,280
file_001,a139,ts1123,ts1126,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,64140,64220,80
file_001,a140,ts1129,ts1132,GLOSS-0657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,64300,64540,240
file_001,a141,ts1135,ts1138,GLOSS-0658,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,64700,65100,400
file_001,a142,ts1141,ts1144,GLOSS-1412,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,65220,65260,40
file_001,a143,ts1147,ts1150,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,65380,65620,240
file_001,a144,ts1153,ts1156,GLOSS-1091,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,65660,66060,400
file_001,a145,ts1163,ts1166,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,66420,66740,320
file_001,a146,ts1169,ts1172,GLOSS-1091,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,66860,67220,360
file_001,a147,ts1175,ts1178,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,67380,67460,80
file_001,a148,ts1181,ts1184,GLOSS-1467,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,67620,68220,600
file_001,a149,ts1187,ts1190,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,68380,68500,120
file_001,a150,ts1193,ts1196,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,68580,68660,80
file_001,a151,ts1199,ts1202,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,68860,69100,240
file_001,a152,ts1205,ts1208,GLOSS-0817,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,69220,69420,200
file_001,a153,ts1211,ts1214,GLOSS-0426,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,69620,69820,200
file_001,a154,ts1217,ts1220,GLOSS-1325,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,69900,69980,80
file_001,a155,ts1223,ts1226,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,70300,70540,240
file_001,a156,ts1229,ts1232,GLOSS-0817,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,70580,70780,200
file_001,a157,ts1235,ts1238,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,70900,71220,320
file_001,a158,ts1245,ts1248,GLOSS-0020,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,72100,72380,280
file_001,a159,ts1251,ts1254,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,72540,72580,40
file_001,a160,ts1257,ts1260,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,72660,72820,160
file_001,a161,ts1263,ts1268,GLOSS-0021,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,72940,73340,400
file_001,a162,ts1278,ts1287,GLOSS-1325,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,74140,74540,400
file_001,a163,ts1290,ts1299,GLOSS-1413,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,75140,76060,920
file_001,a164,ts1308,ts1311,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,76340,76540,200
file_001,a165,ts1314,ts1317,GLOSS-0818,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,76660,76740,80
file_001,a166,ts1320,ts1326,GLOSS-0427,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,76860,77180,320
file_001,a167,ts1332,ts1335,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,77300,77380,80
file_001,a168,ts1341,ts1347,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,77460,77700,240
file_001,a169,ts1350,ts1356,GLOSS-1326,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,77900,78020,120
file_001,a170,ts1359,ts1362,GLOSS-1280,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,78100,78260,160
file_001,a171,ts1365,ts1370,GLOSS-0022,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,78420,78820,400
file_001,a172,ts1373,ts1376,GLOSS-1280,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,78980,79500,520
file_001,a174,ts1389,ts1392,GLOSS-0023,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,80940,81180,240
file_001,a175,ts1395,ts1398,GLOSS-0024,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,81300,81420,120
file_001,a176,ts1401,ts1404,GLOSS-0025,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,81580,81780,200
file_001,a177,ts1407,ts1410,GLOSS-0659,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,82300,82620,320
file_001,a178,ts1413,ts1416,GLOSS-0026,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,83140,83500,360
file_001,a179,ts1421,ts1430,GLOSS-1402,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,83660,83900,240
file_001,a180,ts1464,ts1470,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,84980,85140,160
file_001,a181,ts1479,ts1485,GLOSS-1479,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,85380,85500,120
file_001,a182,ts1490,ts1498,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,85660,85780,120
file_001,a183,ts1504,ts1507,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,85940,85980,40
file_001,a184,ts1510,ts1519,GLOSS-1364,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,86100,86580,480
file_001,a185,ts1525,ts1528,GLOSS-1327,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,86700,86860,160
file_001,a186,ts1533,ts1536,GLOSS-0027,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,87060,87100,40
file_001,a187,ts1539,ts1542,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,87180,87220,40
file_001,a188,ts1545,ts1548,GLOSS-1364,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,87300,88300,1000
file_001,a189,ts1551,ts1554,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,88380,88460,80
file_001,a190,ts1561,ts1564,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,88820,89060,240
file_001,a191,ts1579,ts1582,GLOSS-0028,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,89540,89700,160
file_001,a192,ts1585,ts1588,GLOSS-1025,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,89860,89980,120
file_001,a193,ts1591,ts1594,GLOSS-1092,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,90100,90260,160
file_001,a194,ts1599,ts1602,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,90505,90625,120
file_001,a195,ts1605,ts1608,GLOSS-0660,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,90825,90985,160
file_001,a196,ts1611,ts1614,GLOSS-1414,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,91065,91145,80
file_001,a197,ts1617,ts1620,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,91265,91465,200
file_001,a198,ts1623,ts1626,GLOSS-1093,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,91505,91625,120
file_001,a199,ts1633,ts1636,GLOSS-1575,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,91745,91865,120
file_001,a200,ts1639,ts1642,GLOSS-1328,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,91985,92585,600
file_001,a201,ts1645,ts1648,GLOSS-1576,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,92825,93065,240
file_001,a202,ts1651,ts1654,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,93265,93305,40
file_001,a203,ts1657,ts1660,GLOSS-0029,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,93465,93625,160
file_001,a204,ts1663,ts1666,GLOSS-1166,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,93785,93945,160
file_001,a205,ts1669,ts1672,GLOSS-0030,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,94065,94225,160
file_001,a206,ts1675,ts1678,GLOSS-1328,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,94305,94425,120
file_001,a207,ts1681,ts1684,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,94625,94825,200
file_001,a208,ts1687,ts1690,GLOSS-0031,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,94985,95145,160
file_001,a209,ts1693,ts1700,GLOSS-1166,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,95265,95545,280
file_001,a211,ts1709,ts1712,GLOSS-1576,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,95785,95905,120
file_001,a212,ts1715,ts1718,GLOSS-0032,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,96025,96345,320
file_001,a213,ts1721,ts1724,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,96625,96705,80
file_001,a214,ts1727,ts1739,GLOSS-0033,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,96825,98505,1680
