file,a,t1,t2,annotation,tier,tier_type,participant,annotator,ref,parent_tier,start,end,duration
file_003,a490,ts2635,ts2638,GLOSS-1020,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,204744,205304,560
file_003,a491,ts2641,ts2644,GLOSS-0405,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,205474,205674,200
file_003,a492,ts2647,ts2650,GLOSS-0814,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,205754,205914,160
file_003,a493,ts2655,ts2660,GLOSS-1163,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,206072,206192,120
file_003,a494,ts2663,ts2668,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,206280,206360,80
file_003,a495,ts2671,ts2674,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,206589,207069,480
file_003,a496,ts2677,ts2680,GLOSS-0814,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,207225,207505,280
file_003,a497,ts2685,ts2688,GLOSS-1465,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,207728,207808,80
file_003,a498,ts2691,ts2694,GLOSS-1519,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,208054,208254,200
file_003,a499,ts2697,ts2700,GLOSS-0406,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,208454,208734,280
file_003,a500,ts2709,ts2712,GLOSS-0407,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,209191,209511,320
file_003,a501,ts2715,ts2718,GLOSS-1401,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,209732,209892,160
file_003,a502,ts2721,ts2728,GLOSS-1656,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,210020,211580,1560
file_003,a503,ts2731,ts2734,GLOSS-1277,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,211878,211998,120
file_003,a504,ts2737,ts2742,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,212038,212158,120
file_003,a505,ts2745,ts2748,GLOSS-0408,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,212278,212558,280
file_003,a506,ts2751,ts2754,GLOSS-0644,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,212908,213268,360
file_003,a508,ts2765,ts2768,GLOSS-0815,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,213895,214215,320
file_003,a509,ts2771,ts2774,GLOSS-0409,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,214368,214745,377
file_003,a510,ts2777,ts2780,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,214858,214978,120
file_003,a511,ts2783,ts2786,GLOSS-0644,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,215232,215472,240
file_003,a512,ts2789,ts2792,GLOSS-0645,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,215668,215908,240
file_003,a513,ts2795,ts2798,GLOSS-0410,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,216033,216233,200
file_003,a514,ts2801,ts2804,GLOSS-1362,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,216426,216626,200
file_003,a515,ts2811,ts2814,GLOSS-1216,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,217220,217300,80
file_003,a516,ts2817,ts2820,GLOSS-1217,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,217335,217455,120
file_003,a517,ts2823,ts2826,GLOSS-1218,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,217535,217695,160
file_003,a518,ts2829,ts2833,GLOSS-0411,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,217824,218024,200
file_003,a519,ts2841,ts2846,GLOSS-1655,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,219370,219530,160
file_003,a520,ts2849,ts2852,GLOSS-0646,gloss_RH_S2,gloss_RH,Signer_006,NA,NA,NA,219628,219828,200
file_001,a2806,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1322,gloss_LH_S1,NA,NA,NA
file_001,a2807,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1323,gloss_LH_S1,NA,NA,NA
file_001,a2808,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1324,gloss_LH_S1,NA,NA,NA
file_001,a2809,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1325,gloss_LH_S1,NA,NA,NA
file_001,a2810,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1327,gloss_LH_S1,NA,NA,NA
file_001,a2811,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1329,gloss_LH_S1,NA,NA,NA
file_001,a2812,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1330,gloss_LH_S1,NA,NA,NA
file_001,a2813,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1333,gloss_LH_S1,NA,NA,NA
file_001,a2814,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1335,gloss_LH_S1,NA,NA,NA
file_001,a2815,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1336,gloss_LH_S1,NA,NA,NA
file_001,a2816,NA,NA,one-handed,articulator_LH_S1,articulator_LH,Signer_001,NA,a1343,gloss_LH_S1,NA,NA,NA
file_001,a1546,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a1,gloss_RH_S1,NA,NA,NA
file_001,a1547,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a3,gloss_RH_S1,NA,NA,NA
file_001,a1548,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a4,gloss_RH_S1,NA,NA,NA
file_001,a1549,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a5,gloss_RH_S1,NA,NA,NA
file_001,a1550,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a6,gloss_RH_S1,NA,NA,NA
file_001,a1551,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a7,gloss_RH_S1,NA,NA,NA
file_001,a1552,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a8,gloss_RH_S1,NA,NA,NA
file_001,a1553,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a9,gloss_RH_S1,NA,NA,NA
file_001,a1554,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a10,gloss_RH_S1,NA,NA,NA
file_001,a1555,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a12,gloss_RH_S1,NA,NA,NA
file_001,a1556,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a13,gloss_RH_S1,NA,NA,NA
file_001,a1557,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a14,gloss_RH_S1,NA,NA,NA
file_001,a1558,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a15,gloss_RH_S1,NA,NA,NA
file_001,a1559,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a16,gloss_RH_S1,NA,NA,NA
file_001,a1560,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a17,gloss_RH_S1,NA,NA,NA
file_001,a1561,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a18,gloss_RH_S1,NA,NA,NA
file_001,a1562,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a19,gloss_RH_S1,NA,NA,NA
file_001,a1563,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a20,gloss_RH_S1,NA,NA,NA
file_001,a1564,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a21,gloss_RH_S1,NA,NA,NA
file_001,a1565,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a22,gloss_RH_S1,NA,NA,NA
file_001,a1566,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a23,gloss_RH_S1,NA,NA,NA
file_001,a1567,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a25,gloss_RH_S1,NA,NA,NA
file_001,a1568,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a26,gloss_RH_S1,NA,NA,NA
file_001,a1569,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a27,gloss_RH_S1,NA,NA,NA
file_001,a1570,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a28,gloss_RH_S1,NA,NA,NA
file_001,a1571,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a29,gloss_RH_S1,NA,NA,NA
file_001,a1572,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a30,gloss_RH_S1,NA,NA,NA
file_001,a1573,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a31,gloss_RH_S1,NA,NA,NA
file_001,a1574,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a32,gloss_RH_S1,NA,NA,NA
file_001,a1575,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a34,gloss_RH_S1,NA,NA,NA
file_001,a1576,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a35,gloss_RH_S1,NA,NA,NA
file_001,a1577,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a36,gloss_RH_S1,NA,NA,NA
file_001,a1578,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a37,gloss_RH_S1,NA,NA,NA
file_001,a1579,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a38,gloss_RH_S1,NA,NA,NA
file_001,a1580,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a39,gloss_RH_S1,NA,NA,NA
file_001,a1581,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a40,gloss_RH_S1,NA,NA,NA
file_001,a1582,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a41,gloss_RH_S1,NA,NA,NA
file_001,a1583,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a42,gloss_RH_S1,NA,NA,NA
file_001,a1584,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a43,gloss_RH_S1,NA,NA,NA
file_001,a1585,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a44,gloss_RH_S1,NA,NA,NA
file_001,a1586,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a45,gloss_RH_S1,NA,NA,NA
file_001,a1587,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a46,gloss_RH_S1,NA,NA,NA
file_001,a1588,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a47,gloss_RH_S1,NA,NA,NA
file_001,a1589,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a48,gloss_RH_S1,NA,NA,NA
file_001,a1590,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a49,gloss_RH_S1,NA,NA,NA
file_001,a1591,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a50,gloss_RH_S1,NA,NA,NA
file_001,a1592,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a51,gloss_RH_S1,NA,NA,NA
file_001,a1593,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a52,gloss_RH_S1,NA,NA,NA
file_001,a1594,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a53,gloss_RH_S1,NA,NA,NA
file_001,a1595,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a54,gloss_RH_S1,NA,NA,NA
file_001,a1596,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a55,gloss_RH_S1,NA,NA,NA
file_001,a1597,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a56,gloss_RH_S1,NA,NA,NA
file_001,a1598,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a57,gloss_RH_S1,NA,NA,NA
file_001,a1599,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a58,gloss_RH_S1,NA,NA,NA
file_001,a1600,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a59,gloss_RH_S1,NA,NA,NA
file_001,a1601,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a60,gloss_RH_S1,NA,NA,NA
file_001,a1602,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a61,gloss_RH_S1,NA,NA,NA
file_001,a1603,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a63,gloss_RH_S1,NA,NA,NA
file_001,a1604,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a64,gloss_RH_S1,NA,NA,NA
file_001,a1605,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a65,gloss_RH_S1,NA,NA,NA
file_001,a1606,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a66,gloss_RH_S1,NA,NA,NA
file_001,a1607,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a67,gloss_RH_S1,NA,NA,NA
file_001,a1608,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a68,gloss_RH_S1,NA,NA,NA
file_001,a1609,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a69,gloss_RH_S1,NA,NA,NA
file_001,a1610,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a70,gloss_RH_S1,NA,NA,NA
file_001,a1611,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a71,gloss_RH_S1,NA,NA,NA
file_001,a1612,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a72,gloss_RH_S1,NA,NA,NA
file_001,a1613,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a73,gloss_RH_S1,NA,NA,NA
file_001,a1614,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a74,gloss_RH_S1,NA,NA,NA
file_001,a1615,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a75,gloss_RH_S1,NA,NA,NA
file_001,a1616,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a76,gloss_RH_S1,NA,NA,NA
file_001,a1617,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a77,gloss_RH_S1,NA,NA,NA
file_001,a1618,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a78,gloss_RH_S1,NA,NA,NA
file_001,a1619,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a79,gloss_RH_S1,NA,NA,NA
file_001,a1620,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a80,gloss_RH_S1,NA,NA,NA
file_001,a1621,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a81,gloss_RH_S1,NA,NA,NA
file_001,a1622,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a82,gloss_RH_S1,NA,NA,NA
file_001,a1623,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a83,gloss_RH_S1,NA,NA,NA
file_001,a1624,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a84,gloss_RH_S1,NA,NA,NA
file_001,a1625,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a85,gloss_RH_S1,NA,NA,NA
file_001,a1626,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a86,gloss_RH_S1,NA,NA,NA
file_001,a1627,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a87,gloss_RH_S1,NA,NA,NA
file_001,a1628,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a88,gloss_RH_S1,NA,NA,NA
file_001,a1629,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a89,gloss_RH_S1,NA,NA,NA
file_001,a1630,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a90,gloss_RH_S1,NA,NA,NA
file_001,a1631,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a91,gloss_RH_S1,NA,NA,NA
file_001,a1632,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a92,gloss_RH_S1,NA,NA,NA
file_001,a1633,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a93,gloss_RH_S1,NA,NA,NA
file_001,a1634,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a95,gloss_RH_S1,NA,NA,NA
file_001,a1635,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a96,gloss_RH_S1,NA,NA,NA
file_001,a1636,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a97,gloss_RH_S1,NA,NA,NA
file_001,a1637,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a98,gloss_RH_S1,NA,NA,NA
file_001,a1638,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a99,gloss_RH_S1,NA,NA,NA
file_001,a1639,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a100,gloss_RH_S1,NA,NA,NA
file_001,a1640,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a101,gloss_RH_S1,NA,NA,NA
file_001,a1641,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a102,gloss_RH_S1,NA,NA,NA
file_001,a1642,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a103,gloss_RH_S1,NA,NA,NA
file_001,a1643,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a104,gloss_RH_S1,NA,NA,NA
file_001,a1644,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a105,gloss_RH_S1,NA,NA,NA
file_001,a1645,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a106,gloss_RH_S1,NA,NA,NA
file_001,a1646,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a107,gloss_RH_S1,NA,NA,NA
file_001,a1647,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a108,gloss_RH_S1,NA,NA,NA
file_001,a1648,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a109,gloss_RH_S1,NA,NA,NA
file_001,a1649,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a110,gloss_RH_S1,NA,NA,NA
file_001,a1650,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a111,gloss_RH_S1,NA,NA,NA
file_001,a1651,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a112,gloss_RH_S1,NA,NA,NA
file_001,a1652,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a113,gloss_RH_S1,NA,NA,NA
file_001,a1653,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a115,gloss_RH_S1,NA,NA,NA
file_001,a1654,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a116,gloss_RH_S1,NA,NA,NA
file_001,a1655,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a117,gloss_RH_S1,NA,NA,NA
file_001,a1656,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a118,gloss_RH_S1,NA,NA,NA
file_001,a1657,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a119,gloss_RH_S1,NA,NA,NA
file_001,a1658,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a120,gloss_RH_S1,NA,NA,NA
file_001,a1659,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a121,gloss_RH_S1,NA,NA,NA
file_001,a1660,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a123,gloss_RH_S1,NA,NA,NA
file_001,a1661,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a124,gloss_RH_S1,NA,NA,NA
file_001,a1662,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a125,gloss_RH_S1,NA,NA,NA
file_001,a1663,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a126,gloss_RH_S1,NA,NA,NA
file_001,a1664,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a127,gloss_RH_S1,NA,NA,NA
file_001,a1665,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a128,gloss_RH_S1,NA,NA,NA
file_001,a1666,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a130,gloss_RH_S1,NA,NA,NA
file_001,a1667,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a131,gloss_RH_S1,NA,NA,NA
file_001,a1668,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a132,gloss_RH_S1,NA,NA,NA
file_001,a1669,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a133,gloss_RH_S1,NA,NA,NA
file_001,a1670,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a134,gloss_RH_S1,NA,NA,NA
file_001,a1671,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a135,gloss_RH_S1,NA,NA,NA
file_001,a1672,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a136,gloss_RH_S1,NA,NA,NA
file_001,a1673,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a137,gloss_RH_S1,NA,NA,NA
file_001,a1674,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a138,gloss_RH_S1,NA,NA,NA
file_001,a1675,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a139,gloss_RH_S1,NA,NA,NA
file_001,a1676,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a140,gloss_RH_S1,NA,NA,NA
file_001,a1677,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a141,gloss_RH_S1,NA,NA,NA
file_001,a1678,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a142,gloss_RH_S1,NA,NA,NA
file_001,a1679,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a143,gloss_RH_S1,NA,NA,NA
file_001,a1680,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a144,gloss_RH_S1,NA,NA,NA
file_001,a1681,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a145,gloss_RH_S1,NA,NA,NA
file_001,a1682,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a146,gloss_RH_S1,NA,NA,NA
file_001,a1683,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a147,gloss_RH_S1,NA,NA,NA
file_001,a1684,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a148,gloss_RH_S1,NA,NA,NA
file_001,a1685,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a149,gloss_RH_S1,NA,NA,NA
file_001,a1686,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a150,gloss_RH_S1,NA,NA,NA
file_001,a1687,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a151,gloss_RH_S1,NA,NA,NA
file_001,a1688,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a152,gloss_RH_S1,NA,NA,NA
file_001,a1689,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a153,gloss_RH_S1,NA,NA,NA
file_001,a1690,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a154,gloss_RH_S1,NA,NA,NA
file_001,a1691,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a155,gloss_RH_S1,NA,NA,NA
file_001,a1692,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a156,gloss_RH_S1,NA,NA,NA
file_001,a1693,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a157,gloss_RH_S1,NA,NA,NA
file_001,a1694,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a158,gloss_RH_S1,NA,NA,NA
file_001,a1695,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a159,gloss_RH_S1,NA,NA,NA
file_001,a1696,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a160,gloss_RH_S1,NA,NA,NA
file_001,a1697,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a161,gloss_RH_S1,NA,NA,NA
file_001,a1698,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a162,gloss_RH_S1,NA,NA,NA
file_001,a1699,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a163,gloss_RH_S1,NA,NA,NA
file_001,a1700,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a164,gloss_RH_S1,NA,NA,NA
file_001,a1701,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a165,gloss_RH_S1,NA,NA,NA
file_001,a1702,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a166,gloss_RH_S1,NA,NA,NA
file_001,a1703,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a167,gloss_RH_S1,NA,NA,NA
file_001,a1704,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a168,gloss_RH_S1,NA,NA,NA
file_001,a1705,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a169,gloss_RH_S1,NA,NA,NA
file_001,a1706,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a170,gloss_RH_S1,NA,NA,NA
file_001,a1707,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a171,gloss_RH_S1,NA,NA,NA
file_001,a1708,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a172,gloss_RH_S1,NA,NA,NA
file_001,a1709,NA,NA,two-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a174,gloss_RH_S1,NA,NA,NA
file_001,a1710,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a175,gloss_RH_S1,NA,NA,NA
file_001,a1711,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a176,gloss_RH_S1,NA,NA,NA
file_001,a1712,NA,NA,one-handed,articulator_RH_S1,articulator_RH,Signer_001,NA,a177,gloss_RH_S1,NA,NA,NA
